title,download_link,detail_page,number,type,language,date,version,product_name,file_name

LMC Firmware IE05 V1.0.6.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=LMC+Firmware+V1.2IE05_B2.hex.zip&p_Doc_Ref=LMC+Firmware+V1.2IE05_B2,https://www.schneider-electric.cn/zh/download/document/LMC+Firmware+V1.2IE05_B2/,LMC Firmware V1.2IE05_B2,固件-发布,未定义,2011-11-17,V1.0.6.0,Lexium Controller,LMC+Firmware+V1.2IE05_B2.hex.zip

Firmware PM5560_PM5563 Version 2.4.3 V2.4.3,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5560_PM5563_V2.4.3.zip&p_Doc_Ref=PM5560_PM5563_v2.4.3,https://www.schneider-electric.cn/zh/download/document/PM5560_PM5563_v2.4.3/,PM5560_PM5563_v2.4.3,固件-发布,英语,2017-10-20,V2.4.3,PM5000,PM5560_PM5563_V2.4.3.zip

ION8650 V409 Firmware V409,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=ION8650A&p_Doc_Ref=ION8650_V409_Firmware,https://www.schneider-electric.cn/zh/download/document/ION8650_V409_Firmware/,ION8650_V409_Firmware,固件-发布,英语,2015-02-25,V409,ION8650,ION8650A

Root certificate for Firmware signing inside Schneider Electric v1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=SchneiderElectricRootCA.cer&p_Doc_Ref=PKICER_ROOTCA,https://www.schneider-electric.cn/zh/download/document/PKICER_ROOTCA/,PKICER_ROOTCA,固件-发布,英语,2017-01-18,v1.0,Micrologic 控制单元,SchneiderElectricRootCA.cer

M238 Firmware V2.0.31.11,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=FW+V2.0.31.11.zip&p_Doc_Ref=M238+Firmware+V2.0.31.11,https://www.schneider-electric.cn/zh/download/document/M238+Firmware+V2.0.31.11/,M238 Firmware V2.0.31.11,固件-发布,英语,2014-07-31,V2.0.31.11,Modicon M238,FW+V2.0.31.11.zip

Modicon M580 CPU firmware history V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=Modicon+M580+CPU+firmware+history+2.50.pdf.zip&p_Doc_Ref=M580_CPU_FW_HISTORY_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_CPU_FW_HISTORY_SV2.50/,M580_CPU_FW_HISTORY_SV2.50,固件-发布,英语,2018-04-06,V2.50,Modicon M580,Modicon+M580+CPU+firmware+history+2.50.pdf.zip

ION8650 V404 Firmware V404,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=ION8650_V404_Firmware.zip&p_Doc_Ref=ION8650V404,https://www.schneider-electric.cn/zh/download/document/ION8650V404/,ION8650V404,固件-发布,英语,2013-05-06,V404,ION8650,ION8650_V404_Firmware.zip

Firmware for the LXM32IECT communication module PR916.60 V01.02.01,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=APP_LXM32i_ECT_OPT_V_1_13_03.zip&p_Doc_Ref=Firmware+for+the+LXM32IECT+communication+module+PR916.60+V01.02.01,https://www.schneider-electric.cn/zh/download/document/Firmware+for+the+LXM32IECT+communication+module+PR916.60+V01.02.01/,Firmware for the LXM32IECT communication module PR916.60 V01.02.01,固件-发布,英语,2018-12-14,V01.02.01,一体化驱动 LXM32i,APP_LXM32i_ECT_OPT_V_1_13_03.zip

ION7650 v411 Firmware V411,https://download.schneider-electric.com/files?p_Archive_Name=ION7650_V411.zip&p_enDocType=Firmware&p_Doc_Ref=ION7650_V411,https://www.schneider-electric.cn/zh/download/document/ION7650_V411/,ION7650_V411,固件-发布,英语,2018-07-04,V411,ION7650,ION7650_V411.zip

PM5500 / PM5560 / PM56XX firmware release V2.5.3,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5560_PM5563_V2.5.3_Release.zip&p_Doc_Ref=PM5560_PM5563_V2.5.3_Release,https://www.schneider-electric.cn/zh/download/document/PM5560_PM5563_V2.5.3_Release/,PM5560_PM5563_V2.5.3_Release,固件-发布,英语,2018-06-20,V2.5.3,PM5000,PM5560_PM5563_V2.5.3_Release.zip

ION7650 v375 Firmware V375,https://download.schneider-electric.com/files?p_Archive_Name=ION7650_V375.zip&p_enDocType=Firmware&p_Doc_Ref=ION7650_V375,https://www.schneider-electric.cn/zh/download/document/ION7650_V375/,ION7650_V375,固件-发布,英语,2018-07-04,V375,ION7650,ION7650_V375.zip

ComX 510 firmware revision 2.1.18 V2.1.18,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=upgrade-ComX510-PROD-2.1.18_FW-4.1.9-PROD.sp1&p_Doc_Ref=ComX510v2-1-18_Firmware,https://www.schneider-electric.cn/zh/download/document/ComX510v2-1-18_Firmware/,ComX510v2-1-18_Firmware,固件-发布,英语,2018-02-16,V2.1.18,Com'X Box 物联网网关,upgrade-ComX510-PROD-2.1.18_FW-4.1.9-PROD.sp1

Network Management Card v696 ATS4G Firmware Executable 6.9.6,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos696_ats4g696_bootmon109.exe&p_Doc_Ref=APC_ATS4G_696_EN,https://www.schneider-electric.cn/zh/download/document/APC_ATS4G_696_EN/,APC_ATS4G_696_EN,固件-发布,未定义/ 英语,2020-11-28,6.9.6,固件升级,apc_hw05_aos696_ats4g696_bootmon109.exe

Network Management Card v6.9.6 NB250 Firmware Executable 6.9.6,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos696_nb250696_bootmon109.exe&p_Doc_Ref=APC_NB250_696_EN,https://www.schneider-electric.cn/zh/download/document/APC_NB250_696_EN/,APC_NB250_696_EN,固件-发布,未定义/ 英语,2020-11-28,6.9.6,固件升级,apc_hw05_aos696_nb250696_bootmon109.exe

Network Management Card v6.9.6 RPDU 2G Firmware Executable 6.9.6,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos696_rpdu2g696_bootmon109.exe&p_Doc_Ref=APC_RPDU2G_696_EN,https://www.schneider-electric.cn/zh/download/document/APC_RPDU2G_696_EN/,APC_RPDU2G_696_EN,固件-发布,未定义/ 英语,2020-11-24,6.9.6,固件升级,apc_hw05_aos696_rpdu2g696_bootmon109.exe

NetBotz Firmware v5.2.4 5.2.4,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=NBRK0750_Build_5.2.4.15.sedp&p_Doc_Ref=APC_SFNBZ_524_EN,https://www.schneider-electric.cn/zh/download/document/APC_SFNBZ_524_EN/,APC_SFNBZ_524_EN,固件-发布,未定义/ 英语,2020-11-24,5.2.4,NetBotz 750,NBRK0750_Build_5.2.4.15.sedp

Network Management Card 3 (NMC3) Firmware v1.3.0.6 for Smart UPS with AP9640/41/43 v1.3.0.6,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw21_su_1-3-0-6.exe&p_Doc_Ref=APC_NMC3_SU_1306,https://www.schneider-electric.cn/zh/download/document/APC_NMC3_SU_1306/,APC_NMC3_SU_1306,固件-发布,英语,2020-02-27,v1.3.0.6,UPS 网络管理卡,apc_hw21_su_1-3-0-6.exe

Network Management Card v6.8.0 NB250 Firmware Executable V6.8.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos682_nb250680_bootmon109.exe&p_Doc_Ref=APC_NB250_680,https://www.schneider-electric.cn/zh/download/document/APC_NB250_680/,APC_NB250_680,固件-发布,英语,2019-08-14,V6.8.0,固件升级,apc_hw05_aos682_nb250680_bootmon109.exe

Network Management Card v6.6.4 RPDU 2G Firmware Executable V6.6.4,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos664_rpdu2g664_bootmon108.exe&p_Doc_Ref=1E9S_SFRPDU2G664,https://www.schneider-electric.cn/zh/download/document/1E9S_SFRPDU2G664/,1E9S_SFRPDU2G664,固件-发布,英语,2019-01-05,V6.6.4,固件升级,apc_hw05_aos664_rpdu2g664_bootmon108.exe

NetBotz Firmware v5.1.0 V5.1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PROD_SIGNED_NBRK0750_Build_5.1.0.31.sedp&p_Doc_Ref=APC_SFNBZ_510,https://www.schneider-electric.cn/zh/download/document/APC_SFNBZ_510/,APC_SFNBZ_510,固件-发布,英语,2018-12-28,V5.1.0,NetBotz 750,PROD_SIGNED_NBRK0750_Build_5.1.0.31.sedp

InRow RC 300mm v622 Firmware Executable V6.2.2,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw06_aos650_acrc2g622_bootmon108.exe&p_Doc_Ref=APC_ACRC2G_622,https://www.schneider-electric.cn/zh/download/document/APC_ACRC2G_622/,APC_ACRC2G_622,固件-发布,英语,2019-02-22,V6.2.2,固件升级,apc_hw06_aos650_acrc2g622_bootmon108.exe

Network Management Card v6.6.4 Firmware Executable & Language Files for Symmetra 3-Phase UPS with AP9630/31 V6.6.4,https://download.schneider-electric.com/files?p_Archive_Name=APC_SY3P_664.zip&p_enDocType=Firmware&p_Doc_Ref=APC_SY3P_664,https://www.schneider-electric.cn/zh/download/document/APC_SY3P_664/,APC_SY3P_664,固件-发布,英语,2019-02-23,V6.6.4,固件升级,APC_SY3P_664.zip

Network Management Card v6.7.2 NB250 Firmware Executable V6.7.2,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos672_nb250672_bootmon108.exe&p_Doc_Ref=APC_NB250_672,https://www.schneider-electric.cn/zh/download/document/APC_NB250_672/,APC_NB250_672,固件-发布,英语,2019-03-29,V6.7.2,固件升级,apc_hw05_aos672_nb250672_bootmon108.exe

Network Management Card v6.6.2 PMM Firmware Executable V6.6.2,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw06_aos656_pmm662_bootmon108.exe&p_Doc_Ref=APC_PMM_662,https://www.schneider-electric.cn/zh/download/document/APC_PMM_662/,APC_PMM_662,固件-发布,英语,2019-02-23,V6.6.2,固件升级,apc_hw06_aos656_pmm662_bootmon108.exe

Network Management Card v664 ATS4G Firmware Executable V6.6.4,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos664_ats4g664_bootmon108.exe&p_Doc_Ref=APC_ATS4G_664,https://www.schneider-electric.cn/zh/download/document/APC_ATS4G_664/,APC_ATS4G_664,固件-发布,英语,2019-03-16,V6.6.4,固件升级,apc_hw05_aos664_ats4g664_bootmon108.exe

PowerLogic PM5350P firmware revision v4.1.2 v4.1.2,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5350P_FW_v4.1.2.zip&p_Doc_Ref=PM5350P_v4.1.2,https://www.schneider-electric.cn/zh/download/document/PM5350P_v4.1.2/,PM5350P_v4.1.2,固件-发布,英语,2019-03-25,v4.1.2,PM5000,PM5350P_FW_v4.1.2.zip

Network Management Card v6.6.4 complete firmware executable for PX2 V6.6.4,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos664_px2664_bootmon108.exe&p_Doc_Ref=1DT6_SFSYPX2V664,https://www.schneider-electric.cn/zh/download/document/1DT6_SFSYPX2V664/,1DT6_SFSYPX2V664,固件-发布,英语,2018-10-10,V6.6.4,固件升级,apc_hw05_aos664_px2664_bootmon108.exe

LXM28E Firmware V1.75.30,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=LXM28E_FW_1_75_30.zip&p_Doc_Ref=LXM28E_FW,https://www.schneider-electric.cn/zh/download/document/LXM28E_FW/,LXM28E_FW,固件-发布,中文/ 德语/ 意大利语/ 法语/ 英语/ 西班牙语,2019-09-25,V1.75.30,Lexium 28 系列伺服,LXM28E_FW_1_75_30.zip

Network Management Card v6.6.7 NB250 Firmware Executable V6.6.7,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos664_nb250667_bootmon108.exe&p_Doc_Ref=1DYB_SFNBY667,https://www.schneider-electric.cn/zh/download/document/1DYB_SFNBY667/,1DYB_SFNBY667,固件-发布,英语,2019-01-05,V6.6.7,固件升级,apc_hw05_aos664_nb250667_bootmon108.exe

METSEPM89M2600 Digital I/O Module V001.002.000 firmware V1.2.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=METSEPM89M2600_DIO_V001.002.000_Release.s19&p_Doc_Ref=METSEPM89M2600_DIO_V001.002.00,https://www.schneider-electric.cn/zh/download/document/METSEPM89M2600_DIO_V001.002.00/,METSEPM89M2600_DIO_V001.002.00,固件-发布,英语,2019-03-05,V1.2.0,ION9000电能质量监测装置,METSEPM89M2600_DIO_V001.002.000_Release.s19

Network Management Card v6.6.4 Modular PDU (XRDP 2G) Firmware Executable V6.6.4,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos664_xrdp2g664_bootmon108.exe&p_Doc_Ref=1DME_SF2GPDUM664,https://www.schneider-electric.cn/zh/download/document/1DME_SF2GPDUM664/,1DME_SF2GPDUM664,固件-发布,英语,2019-01-05,V6.6.4,固件升级,apc_hw05_aos664_xrdp2g664_bootmon108.exe

Network Management Card v6.8.0 Modular PDU (XRDP 2G) Firmware Executable V6.8.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos682_xrdp2g680_bootmon109.exe&p_Doc_Ref=APC_XRDP2G_680,https://www.schneider-electric.cn/zh/download/document/APC_XRDP2G_680/,APC_XRDP2G_680,固件-发布,未定义/ 英语,2019-10-22,V6.8.0,固件升级,apc_hw05_aos682_xrdp2g680_bootmon109.exe

Network Management Card v680 ATS4G Firmware Executable V6.8.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos682_ats4g680_bootmon109.exe&p_Doc_Ref=APC_ATS4G_680,https://www.schneider-electric.cn/zh/download/document/APC_ATS4G_680/,APC_ATS4G_680,固件-发布,英语,2019-08-14,V6.8.0,固件升级,apc_hw05_aos682_ats4g680_bootmon109.exe

"MTN6725-0001 KNX DALI-Gateway IP1, Firmware V 3.1.1 V3.1.3",https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=MTN6725-0001_DALI_IP1_Upgrade_package_V3_1_3.zip&p_Doc_Ref=MTN6725-0001_FW,https://www.schneider-electric.cn/zh/download/document/MTN6725-0001_FW/,MTN6725-0001_FW,固件-发布,德语/ 英语,2019-08-20,V3.1.3,KNX,MTN6725-0001_DALI_IP1_Upgrade_package_V3_1_3.zip

Network Management Card v6.8.0 RPDU 2G Firmware Executable v6.8.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos682_rpdu2g680_bootmon109.exe&p_Doc_Ref=APC_RPDU2G_680,https://www.schneider-electric.cn/zh/download/document/APC_RPDU2G_680/,APC_RPDU2G_680,固件-发布,英语,2019-08-07,v6.8.0,固件升级,apc_hw05_aos682_rpdu2g680_bootmon109.exe

"Lexium 26D and 28A, Firmware V1.75.28",https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=LXM26D_28A_FW_1_75_28.zip&p_Doc_Ref=LXM26D_28A_FW,https://www.schneider-electric.cn/zh/download/document/LXM26D_28A_FW/,LXM26D_28A_FW,固件-发布,中文/ 德语/ 意大利语/ 法语/ 英语/ 西班牙语,2019-09-25,V1.75.28,"Lexium 28 系列伺服, Lexium26系列伺服",LXM26D_28A_FW_1_75_28.zip

Network Management Card v682 ATS4G Firmware Executable V6.8.2,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos682_ats4g682_bootmon109.exe&p_Doc_Ref=APC_ATS4G_682,https://www.schneider-electric.cn/zh/download/document/APC_ATS4G_682/,APC_ATS4G_682,固件-发布,未定义/ 英语,2020-01-07,V6.8.2,固件升级,apc_hw05_aos682_ats4g682_bootmon109.exe

Network Management Card v6.8.0 Modular PDU (XRDP) Firmware Executable V6.8.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos682_xrdp680_bootmon109.exe&p_Doc_Ref=APC_XRDP_680,https://www.schneider-electric.cn/zh/download/document/APC_XRDP_680/,APC_XRDP_680,固件-发布,未定义/ 英语,2019-10-15,V6.8.0,固件升级,apc_hw05_aos682_xrdp680_bootmon109.exe

NetBotz Firmware v5.2.0 V5.2.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=NBRK075x_Build_5.2.0.3061.sedp&p_Doc_Ref=APC_SFNBZ_520,https://www.schneider-electric.cn/zh/download/document/APC_SFNBZ_520/,APC_SFNBZ_520,固件-发布,未定义/ 英语,2019-10-07,V5.2.0,NetBotz 750,NBRK075x_Build_5.2.0.3061.sedp

Network Management Card v6.7.4 RPDU 2G Firmware Executable v6.7.4,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos674_rpdu2g674_bootmon108.exe&p_Doc_Ref=APC_RPDU2G_674,https://www.schneider-electric.cn/zh/download/document/APC_RPDU2G_674/,APC_RPDU2G_674,固件-发布,未定义/ 英语,2019-09-30,v6.7.4,固件升级,apc_hw05_aos674_rpdu2g674_bootmon108.exe

Network Management Card v6.7.2 Firmware Executable & Language Files for Symmetra Single-Phase UPS with AP9630/31 V6.7.2,https://download.schneider-electric.com/files?p_Archive_Name=APC_SY_672.zip&p_enDocType=Firmware&p_Doc_Ref=APC_SY_672,https://www.schneider-electric.cn/zh/download/document/APC_SY_672/,APC_SY_672,固件-发布,英语,2019-02-04,V6.7.2,固件升级,APC_SY_672.zip

Network Management Card v6.8.0 PMM Firmware Executable V6.8.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw06_aos682_pmm680_bootmon109.exe&p_Doc_Ref=APC_PMM_680,https://www.schneider-electric.cn/zh/download/document/APC_PMM_680/,APC_PMM_680,固件-发布,未定义/ 英语,2019-10-22,V6.8.0,固件升级,apc_hw06_aos682_pmm680_bootmon109.exe

PMEPXM0100 Firmware V1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PMEPXM0100_1001.afb&p_Doc_Ref=PMEPXM0100_Firmware,https://www.schneider-electric.cn/zh/download/document/PMEPXM0100_Firmware/,PMEPXM0100_Firmware,固件-发布,英语,2019-04-17,V1.0,Modicon X80 I/O平台,PMEPXM0100_1001.afb

Network Management Card v6.7.2 Modular PDU (XRDP) Firmware Executable V6.7.2,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos672_xrdp672_bootmon108.exe&p_Doc_Ref=APC_XRDP_672,https://www.schneider-electric.cn/zh/download/document/APC_XRDP_672/,APC_XRDP_672,固件-发布,英语,2019-04-23,V6.7.2,固件升级,apc_hw05_aos672_xrdp672_bootmon108.exe

ION7650 V401 Firmware V401,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=7650V401_7650_FAC_V1.1.0.upg.zip&p_Doc_Ref=ION7650_V401_Firmware,https://www.schneider-electric.cn/zh/download/document/ION7650_V401_Firmware/,ION7650_V401_Firmware,固件-发布,英语,2016-03-09,V401,ION7650,7650V401_7650_FAC_V1.1.0.upg.zip

Network Management Card v6.7.2 Firmware Executable & Language Files for Smart UPS with AP9630/31 V6.7.2,https://download.schneider-electric.com/files?p_Archive_Name=APC_SUMX_672.zip&p_enDocType=Firmware&p_Doc_Ref=APC_SUMX_672,https://www.schneider-electric.cn/zh/download/document/APC_SUMX_672/,APC_SUMX_672,固件-发布,英语,2019-02-04,V6.7.2,固件升级,APC_SUMX_672.zip

InRow RD 600mm v638 Firmware Executable V6.3.8,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw06_aos672_acrd2g638_bootmon108.exe&p_Doc_Ref=APC_ACRD2G_638,https://www.schneider-electric.cn/zh/download/document/APC_ACRD2G_638/,APC_ACRD2G_638,固件-发布,英语,2019-04-30,V6.3.8,固件升级,apc_hw06_aos672_acrd2g638_bootmon108.exe

875CR Firmware Upgrade Readme V1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=CR0415.htm.zip&p_Doc_Ref=FD-SOFT-M-007,https://www.schneider-electric.cn/zh/download/document/FD-SOFT-M-007/,FD-SOFT-M-007,固件-发布,英语,2007-01-03,V1.0,过程流体分析,CR0415.htm.zip

M580 BMEP584040 OS - Firmware Update V2.10,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP584040.7z&p_Doc_Ref=M580+BMEP584040+SV2.10,https://www.schneider-electric.cn/zh/download/document/M580+BMEP584040+SV2.10/,M580 BMEP584040 SV2.10,固件-发布,英语,2016-01-19,V2.10,Modicon M580,BMEP584040.7z

876EC Firmware Upgrade V1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=876EC_1003000.zip&p_Doc_Ref=FD-SOFT-M-011,https://www.schneider-electric.cn/zh/download/document/FD-SOFT-M-011/,FD-SOFT-M-011,固件-发布,英语,2011-12-20,V1.0,过程流体分析,876EC_1003000.zip

"MTN6725-0001 KNX DALI-Gateway IP1, Firmware V 1.3.9 V1.3.9",https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=MTN6725-0001_DALI_IP1_Upgrade_package_V1_3_9.zip&p_Doc_Ref=MTN6725-0001_FW_1_3_9,https://www.schneider-electric.cn/zh/download/document/MTN6725-0001_FW_1_3_9/,MTN6725-0001_FW_1_3_9,固件-发布,德语/ 英语,2019-01-01,V1.3.9,KNX,MTN6725-0001_DALI_IP1_Upgrade_package_V1_3_9.zip

ION8650 V405 Firmware V405,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=ION8650_V405.zip&p_Doc_Ref=ION8650_V405,https://www.schneider-electric.cn/zh/download/document/ION8650_V405/,ION8650_V405,固件-发布,英语,2013-08-14,V405,ION8650,ION8650_V405.zip

TCSESL043F23F0_ConneXium firmware V01.02,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=TCSESL043F23F0_ConneXium+firmware_V01.02.zip&p_Doc_Ref=TCSESL043F23F0_ConneXium+firmware_V01.02,https://www.schneider-electric.cn/zh/download/document/TCSESL043F23F0_ConneXium+firmware_V01.02/,TCSESL043F23F0_ConneXium firmware_V01.02,固件-发布,英语,2016-02-12,V01.02,工业以太网交换机,TCSESL043F23F0_ConneXium+firmware_V01.02.zip

Network Management Card v6.8.0 XPDU Firmware Executable V6.8.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos682_xpdu680_bootmon109.exe&p_Doc_Ref=APC_XPDU_680,https://www.schneider-electric.cn/zh/download/document/APC_XPDU_680/,APC_XPDU_680,固件-发布,未定义/ 英语,2019-10-22,V6.8.0,固件升级,apc_hw05_aos682_xpdu680_bootmon109.exe

Network Management Card v6.8.2 Modular PDU (X84P) Firmware Executable V6.8.2,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=apc_hw05_aos682_x84p682_bootmon109.exe&p_Doc_Ref=APC_X84P_682,https://www.schneider-electric.cn/zh/download/document/APC_X84P_682/,APC_X84P_682,固件-发布,未定义/ 英语,2019-10-22,V6.8.2,固件升级,apc_hw05_aos682_x84p682_bootmon109.exe

"PM5560 PM5563 V2.3.0 Firmware and associated files (Revision History, Register List, Whats New, MIB, etc.) v2.3.0",https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5560_PM5563_v2.3.0.zip&p_Doc_Ref=PM5560_PM5563_v2.3.0,https://www.schneider-electric.cn/zh/download/document/PM5560_PM5563_v2.3.0/,PM5560_PM5563_v2.3.0,固件-发布,英语,2016-04-04,v2.3.0,PM5000,PM5560_PM5563_v2.3.0.zip

LXM32S Drive Module Firmware V01.10.01,https://download.schneider-electric.com/files?p_Archive_Name=LXM32S_Drive_Module_Firmware.zip&p_enDocType=Firmware&p_Doc_Ref=LXM32S_Drive_Module_Firmware,https://www.schneider-electric.cn/zh/download/document/LXM32S_Drive_Module_Firmware/,LXM32S_Drive_Module_Firmware,固件-发布,英语,2020-02-20,V01.10.01,Lexium 32系列伺服,LXM32S_Drive_Module_Firmware.zip

Network Management Card v6.8.2 Firmware Executable & Language Files for Symmetra 3-Phase UPS with AP9630/31 v6.8.2,https://download.schneider-electric.com/files?p_Archive_Name=APC_SY3P_682.zip&p_enDocType=Firmware&p_Doc_Ref=APC_SY3P_682,https://www.schneider-electric.cn/zh/download/document/APC_SY3P_682/,APC_SY3P_682,固件-发布,未定义/ 英语,2019-09-30,v6.8.2,固件升级,APC_SY3P_682.zip

M238 Firmware Update V2.0.30.13,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=M238+V2.0.30.13+firmware.zip&p_Doc_Ref=M238+V2.0.30.13,https://www.schneider-electric.cn/zh/download/document/M238+V2.0.30.13/,M238 V2.0.30.13,固件-发布,中文/ 德语/ 意大利语/ 法语/ 英语/ 西班牙语,2011-05-01,V2.0.30.13,Modicon M238,M238+V2.0.30.13+firmware.zip

LXM32S Multiloader Firmware V01.10.01,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=MLD_LXM32S_V01.10.01.zip&p_Doc_Ref=LXM32S_Multiloader_Firmware,https://www.schneider-electric.cn/zh/download/document/LXM32S_Multiloader_Firmware/,LXM32S_Multiloader_Firmware,固件-发布,英语,2020-02-20,V01.10.01,Lexium 32系列伺服,MLD_LXM32S_V01.10.01.zip

875EC Firmware Upgrade V1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=EC0216.zip&p_Doc_Ref=FD-SOFT-M-008,https://www.schneider-electric.cn/zh/download/document/FD-SOFT-M-008/,FD-SOFT-M-008,固件-发布,英语,2007-05-31,V1.0,过程流体分析,EC0216.zip

NetBotz Firmware v5.2.2 V5.2.2,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=NBRK0750_Build_5.2.2.63.sedp&p_Doc_Ref=APC_SFNBZ_522,https://www.schneider-electric.cn/zh/download/document/APC_SFNBZ_522/,APC_SFNBZ_522,固件-发布,未定义/ 英语,2020-03-23,V5.2.2,NetBotz 750,NBRK0750_Build_5.2.2.63.sedp

"Firmware V332 for ION8600A, ION8600B, and ION8600C V332",https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=ION8600A_B_and+C_V332.zip&p_Doc_Ref=Firmware_V332_for_ION8600,https://www.schneider-electric.cn/zh/download/document/Firmware_V332_for_ION8600/,Firmware_V332_for_ION8600,固件-发布,英语,2011-09-09,V332,ION8600,ION8600A_B_and+C_V332.zip

V12.100 Firmware for PM8 meters v12.100,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM8_OS_12_100.fw&p_Doc_Ref=V12.100_Firmware-PM8+meters,https://www.schneider-electric.cn/zh/download/document/V12.100_Firmware-PM8+meters/,V12.100_Firmware-PM8 meters,固件-发布,英语,2011-09-09,v12.100,PM800,PM8_OS_12_100.fw

875CR Firmware Upgrade V1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=CR0415.zip&p_Doc_Ref=FD-SOFT-M-006,https://www.schneider-electric.cn/zh/download/document/FD-SOFT-M-006/,FD-SOFT-M-006,固件-发布,英语,2007-01-16,V1.0,过程流体分析,CR0415.zip

875pH Firmware Upgrade Readme V1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PH0113.htm.zip&p_Doc_Ref=FD-SOFT-M-010,https://www.schneider-electric.cn/zh/download/document/FD-SOFT-M-010/,FD-SOFT-M-010,固件-发布,英语,2007-01-17,V1.0,过程流体分析,PH0113.htm.zip

